"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Components (product.metafields.custom.components)","Shipping Info (product.metafields.custom.shipping_info)","expiration months (product.metafields.custom.expiration_months)","Catalog Number (product.metafields.custom.catalog_number)","Volume (product.metafields.custom.volume)","Unit/Packs (product.metafields.custom.unit_packs)","Storage Conditions (product.metafields.custom.storage_conditions)","Matrix (product.metafields.custom.matrix)","CAS Number (product.metafields.custom.cas_number)","DOT Hazardous (product.metafields.custom.dot_hazardous)","COA (product.metafields.custom.coa)","SDS (product.metafields.custom.sds)"
"s-1175-diazinon-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#333-41-5-in-acetone-1-ml","Diazinon Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #333-41-5 in Acetone, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Diazinon"",""concentration"":""1,000 μg/mL"",""matrix"":""Acetone"",""cas"":""333-41-5""}]","Ambient","36","S-1175","1 mL","1","Ambient","Acetone","333-41-5","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-1175.pdf"
"s-1112-n-decane-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#124-18-5-in-methylene-chloride-1-ml","n-Decane Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #124-18-5 in Methylene Chloride, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""n-Decane"",""concentration"":""1,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""124-18-5""}]","Ambient","36","S-1112","1 mL","1","Ambient","Methylene Chloride","124-18-5","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-1112.pdf"
"s-11057-tetrahydrocannabivarin-(thcv)-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#31262-37-0-in-methanol-1-ml","Tetrahydrocannabivarin (THCV) DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #31262-37-0 in Methanol, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""Tetrahydrocannabivarin (THCV)"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""31262-37-0""}]","Freezer","24","S-11057","1 mL","1","Freezer","Methanol","31262-37-0","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-11057.pdf"
"s-11056-tetrahydrocannabinolic-acid-(thca)-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#23978-85-0-in-acetonitrile-1-ml","Tetrahydrocannabinolic acid (THCA) DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #23978-85-0 in Acetonitrile, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""Tetrahydrocannabinolic acid (THCA)"",""concentration"":""1,000 μg/mL"",""matrix"":""Acetonitrile"",""cas"":""23978-85-0""}]","Ambient","12","S-11056","1 mL","1","Ambient","Acetonitrile","23978-85-0","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-11056.pdf"
"s-1100-tol-decachlorobiphenyl-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#2051-24-3-in-toluene-1-ml","Decachlorobiphenyl Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #2051-24-3 in Toluene, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Decachlorobiphenyl"",""concentration"":""1,000 μg/mL"",""matrix"":""Toluene"",""cas"":""2051-24-3""}]","Ambient","36","S-1100-TOL","1 mL","1","Ambient","Toluene","2051-24-3","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-1100-TOL.pdf"
"s-1100-decachlorobiphenyl-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#2051-24-3-in-hexane-1-ml","Decachlorobiphenyl Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #2051-24-3 in Hexane, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Decachlorobiphenyl"",""concentration"":""1,000 μg/mL"",""matrix"":""Hexane"",""cas"":""2051-24-3""}]","Ambient","36","S-1100","1 mL","1","Ambient","Hexane","2051-24-3","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-1100.pdf"
"s-1041-cypermethrin-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#52315-07-8-in-acetone-1-ml","Cypermethrin Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #52315-07-8 in Acetone, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Cypermethrin"",""concentration"":""1,000 μg/mL"",""matrix"":""Acetone"",""cas"":""52315-07-8""}]","Ambient","36","S-1041","1 mL","1","Ambient","Acetone","52315-07-8","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-1041.pdf"
"s-10261-(-)-delta8-thc-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#5957-75-5-in-methanol-1-ml","(-)-delta8-THC DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #5957-75-5 in Methanol, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""(-)-delta8-THC"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""5957-75-5""}]","Freezer","24","S-10261","1 mL","1","Freezer","Methanol","5957-75-5","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-10261.pdf"
"s-10260-(-)-delta9-thc-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#1972-08-3-in-methanol-1-ml","(-)-delta9-THC DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #1972-08-3 in Methanol, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""(-)-delta9-THC"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""1972-08-3""}]","Freezer","12","S-10260","1 mL","1","Freezer","Methanol","1972-08-3","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-10260.pdf"
"s-1025-cyclohexanone-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#108-94-1-in-methanol-p&t-1-ml","Cyclohexanone Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #108-94-1 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Cyclohexanone"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""108-94-1""}]","Freezer","6","S-1025","1 mL","1","Freezer","Methanol-P&T","108-94-1","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-1025.pdf"
"s-10249-cannabidiolic-acid-(cbda)-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#1244-58-2-in-acetonitrile-1-ml","Cannabidiolic acid (CBDA) DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #1244-58-2 in Acetonitrile, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""Cannabidiolic acid (CBDA)"",""concentration"":""1,000 μg/mL"",""matrix"":""Acetonitrile"",""cas"":""1244-58-2""}]","Freezer","24","S-10249","1 mL","1","Freezer","Acetonitrile","1244-58-2","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-10249.pdf"
"s-10248-cannabichromene-(cbc)-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#20675-51-8-in-methanol-1-ml","Cannabichromene (CBC) DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #20675-51-8 in Methanol, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""Cannabichromene (CBC)"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""20675-51-8""}]","Freezer","24","S-10248","1 mL","1","Freezer","Methanol","20675-51-8","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-10248.pdf"
"s-10247-cannabigerolic-acid-(cbga)-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#25555-57-1-in-acetonitrile-1-ml","Cannabigerolic acid (CBGA) DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #25555-57-1 in Acetonitrile, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""Cannabigerolic acid (CBGA)"",""concentration"":""1,000 μg/mL"",""matrix"":""Acetonitrile"",""cas"":""25555-57-1""}]","Freezer","24","S-10247","1 mL","1","Freezer","Acetonitrile","25555-57-1","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-10247.pdf"
"s-10246-cannabigerol-(cbg)-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#2808-33-5-in-methanol-1-ml","Cannabigerol (CBG) DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #2808-33-5 in Methanol, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""Cannabigerol (CBG)"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""2808-33-5""}]","Freezer","24","S-10246","1 mL","1","Freezer","Methanol","2808-33-5","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-10246.pdf"
"s-10245-cannabidivarin-(cbdv)-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#24274-48-4-in-methanol-1-ml","Cannabidivarin (CBDV) DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #24274-48-4 in Methanol, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""Cannabidivarin (CBDV)"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""24274-48-4""}]","Freezer","24","S-10245","1 mL","1","Freezer","Methanol","24274-48-4","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-10245.pdf"
"s-10242-cannabinol-(cbn)-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#521-35-7-in-methanol-1-ml","Cannabinol (CBN) DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #521-35-7 in Methanol, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""Cannabinol (CBN)"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""521-35-7""}]","Freezer","24","S-10242","1 mL","1","Freezer","Methanol","521-35-7","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-10242.pdf"
"s-10241-cannabidiol-(cbd)-dea-controlled-substance-1-000-g-ml-(1-000-ppm)-cas-#13956-29-1-in-methanol-1-ml","Cannabidiol (CBD) DEA Controlled Substance, 1,000 μg/mL (1,000 ppm), CAS #13956-29-1 in Methanol, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
DEA Controlled Substances

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662

NOTE: This product ships overnight",,,,"TRUE","[{""component"":""Cannabidiol (CBD)"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""13956-29-1""}]","Freezer","24","S-10241","1 mL","1","Freezer","Methanol","13956-29-1","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-10241.pdf"
"s-1015-cyclohexane-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#110-82-7-in-methanol-p&t-1-ml","Cyclohexane Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #110-82-7 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Cyclohexane"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""110-82-7""}]","Ambient","36","S-1015","1 mL","1","Ambient","Methanol-P&T","110-82-7","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-1015.pdf"
"s-030w-20k-motor-oil-saw-30w-petrochemical-fuel-standard-20-000-g-ml-(20-000-ppm)-in-methylene-chloride-1-ml","Motor Oil, SAW 30W Petrochemical Fuel Standard, 20,000 μg/mL (20,000 ppm) in Methylene Chloride, 1 mL","Petroleum and LUST Standards

The EPA regulates the monitoring and testing of underground storage tanks (USTs), that were or are used to store petroleum or other hazardous substances, which could impact the environment and human health. Currently, there are over half a million registered underground storage tanks in the US alone. Many tanks installed prior to the mid-80s were composed of steel, which can corrode over time allowing for leakage into the surrounding groundwater and soil. 

The Hazardous and Solid Waste Amendments to the Resource Conservation and Recovery Act (RCRA), passed in 1984, required the US Environmental Protection Agency (EPA) to develop regulations for the underground storage of motor fuels. The EPA requires owners and operators of USTs to maintain and clean up sites damaged by petroleum contamination.

SPEX CertiPrep provides standards designed to meet the testing requirements set up by the EPA and many individual state regulations for LUST and LUFT.",,,,"TRUE","[{""component"":""Motor Oil, SAW 30W"",""concentration"":""20,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""""}]","Freezer","36","S-030W-20K","1 mL","1","Freezer","Methylene Chloride",,"Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-030W-20K.pdf"
"pcb-1260h-aroclor-1260-for-us-epa-methods-505-508-608-625-8082-clp-series-methods-and-astm-method-d6160-1-000-g-ml-(1-000-ppm)-cas-#11096-82-5-in-hexane-1ml","Aroclor 1260 for US EPA Methods 505, 508, 608, 625, 8082, CLP Series Methods, and ASTM Method D6160, 1,000 μg/mL (1,000 ppm), CAS #11096-82-5 in Hexane, 1mL","Pesticides, PCBs and Herbicides

The EPA is tasked with the monitoring of environmental systems as they pertain to contamination and human health. The methods issued by the EPA are created to respond to specific toxins or persistent organic pollutants (POPs) found in environmental samples such as soil, source water, drinking water, and waste. In particular, pollutants such as polychlorinated biphenyls (PCBs), which were in widespread industrial use up until their restriction, are of concern due to their stable and persistent nature in the environment. Another group of chemicals of high concern is the hundreds of commercial pesticides and herbicides in use in the world today. Pesticides, from algaecides to virucides, are used in large quantities in industrial and private agriculture. The concern over human pesticide exposure over the past few decades has led to extensive monitoring of these pesticides. It has been reported that over 98% of insecticides and 95% of herbicides affect areas other than their intended target product. It is essential that monitoring agencies have accurate standard mixes to measure the pesticide levels in the environment.

Many new pesticides are now being tested using highly sensitive LC/MS techniques, in addition to traditional GC techniques, to determine minute amounts of residue in environmental samples and food products. At SPEX CertiPrep, we facilitate ease of monitoring and testing of pesticides by creating pesticide test mixes to suit your monitoring needs. SPEX CertiPrep is the leader in offering pesticide standards designed to work within EPA, AOAC and FDA analytical testing methods using all of the leading analytical techniques: LC, LC/MS, GC, and GC/MS. Many pesticide standard mixes are readily available in our catalog along with a large list of single pesticide standards. In addition, custom pesticide mixes can be made to your specifications to create a mix that meets your needs.

Applicable Methods

US EPA Method 505 is an analytical method for the monitoring of organochlorine pesticides and PCBs in drinking water and raw water sources by GC/ECD.
US EPA Method 508 is an analytical method for the monitoring of organochlorine pesticides and PCBs in drinking water and ground water by GC/ECD.
US EPA Method 608 is an analytical method for the monitoring of organochlorine pesticides and PCBs in municipal and industrial wastewater by GC/ECD.
US EPA Method 8082 is an analytical method for the monitoring of PCBs in environmental samples by GC/ECD or GC/ELCD.
CLP Series Methods The US EPA retains analytical services through the Contract Laboratory Program (CLP). The CLP follows detailed SOPs derived from EPA methods and SW-846. The CLP Pesticides Analysis Method is an analytical method for the analysis of aqueous or solid samples for pesticides by GC/ECD.
Alsp applicable for ASTM Method D6160",,,,"TRUE","[{""component"":""Aroclor 1260"",""concentration"":""1,000 μg/mL"",""matrix"":""Hexane"",""cas"":""11096-82-5""}]","Ambient","36","PCB-1260H","1 mL","1","Ambient","Hexane","11096-82-5","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/PCB-1260H.pdf"
